expression,level,expected
15+5*d(x/2),30,90
15+5*d(x/6),1,15
15+5*d(x/6),2,15
15+5*d(x/6),3,15
15+5*d(x/6),4,15
15+5*d(x/6),5,15
15+5*d(x/6),6,20
15+5*d(x/6),7,20
15+5*d(x/6),8,20
15+5*d(x/6),9,20
15+5*d(x/6),10,20
15+5*d(x/6),11,20
15+5*d(x/6),12,25
15+5*d(x/6),13,25
15+5*d(x/6),14,25
15+5*d(x/6),15,25
15+5*d(x/6),16,25
15+5*d(x/6),17,25
15+5*d(x/6),18,30
15+5*d(x/6),19,30
15+5*d(x/6),20,30
15+5*u(x/4),1,20
15+5*u(x/4),2,20
15+5*u(x/4),3,20
15+5*u(x/4),4,20
15+5*u(x/4),5,25
15+5*u(x/4),6,25
15+5*u(x/4),7,25
15+5*u(x/4),8,25
15+5*u(x/4),9,30
15+5*u(x/4),10,30
15+5*u(x/4),11,30
15+5*u(x/4),12,30
15+5*u(x/4),13,35
15+5*u(x/4),14,35
15+5*u(x/4),15,35
15+5*u(x/4),16,35
15+5*u(x/4),17,40
15+5*u(x/4),18,40
15+5*u(x/4),19,40
15+5*u(x/4),20,40
15+d(x/2),1,15
15+d(x/2),2,16
15+d(x/2),3,16
15+d(x/2),4,17
15+d(x/2),5,17
15+d(x/2),6,18
15+d(x/2),7,18
15+d(x/2),8,19
15+d(x/2),9,19
15+d(x/2),10,20
15+d(x/2),11,20
15+d(x/2),12,21
15+d(x/2),13,21
15+d(x/2),14,22
15+d(x/2),15,22
15+d(x/2),16,23
15+d(x/2),17,23
15+d(x/2),18,24
15+d(x/2),19,24
15+d(x/2),20,25
15+d(x/2),21,25
15+d(x/2),22,26
15+d(x/2),23,26
15+d(x/2),24,27
15+d(x/2),25,27
15+d(x/2),26,28
15+d(x/2),27,28
15+d(x/2),28,29
15+d(x/2),29,29
15+d(x/2),30,30
15+d(x/3),1,15
15+d(x/3),2,15
15+d(x/3),3,16
15+d(x/3),4,16
15+d(x/3),5,16
15+d(x/3),6,17
15+d(x/3),7,17
15+d(x/3),8,17
15+d(x/3),9,18
15+d(x/3),10,18
15+d(x/3),11,18
15+d(x/3),12,19
15+d(x/3),13,19
15+d(x/3),14,19
15+d(x/3),15,20
15+d(x/3),16,20
15+d(x/3),17,20
15+d(x/3),18,21
15+d(x/3),19,21
15+d(x/3),20,21
15+d(x/3),21,22
15+d(x/3),22,22
15+d(x/3),23,22
15+d(x/3),24,23
15+d(x/3),25,23
15+d(x/3),26,23
15+d(x/3),27,24
15+d(x/3),28,24
15+d(x/3),29,24
15+d(x/3),30,25
15+x,1,16
15+x,2,17
15+x,3,18
15+x,4,19
15+x,5,20
15+x,6,21
15+x,7,22
15+x,8,23
15+x,9,24
15+x,10,25
15+x,11,26
15+x,12,27
15+x,13,28
15+x,14,29
15+x,15,30
15+x,16,31
15+x,17,32
15+x,18,33
15+x,19,34
15+x,20,35
15+x,21,36
15+x,22,37
15+x,23,38
15+x,24,39
15+x,25,40
15+x,26,41
15+x,27,42
15+x,28,43
15+x,29,44
15+x,30,45
15-d(x/2),1,15
15-d(x/2),2,14
15-d(x/2),3,14
15-d(x/2),4,13
15-d(x/2),5,13
15-d(x/2),6,12
15-d(x/2),7,12
15-d(x/2),8,11
15-d(x/2),9,11
15-d(x/2),10,10
15-d(x/2),11,10
15-d(x/2),12,9
15-d(x/2),13,9
15-d(x/2),14,8
15-d(x/2),15,8
15-d(x/2),16,7
15-d(x/2),17,7
15-d(x/2),18,6
15-d(x/2),19,6
15-d(x/2),20,5
15-x,1,14
15-x,2,13
15-x,3,12
15-x,4,11
15-x,5,10
15-x,6,9
15-x,7,8
15-x,8,7
15-x,9,6
15-x,10,5
150,1,150
150,2,150
150,3,150
150,4,150
150,5,150
150,6,150
150,7,150
150,8,150
150,9,150
150,10,150
150,11,150
150,12,150
150,13,150
150,14,150
150,15,150
150,16,150
150,17,150
150,18,150
150,19,150
150,20,150
150,21,150
150,22,150
150,23,150
150,24,150
150,25,150
150,26,150
150,27,150
150,28,150
150,29,150
150,30,150
150+10*x,1,160
150+10*x,2,170
150+10*x,3,180
150+10*x,4,190
150+10*x,5,200
150+10*x,6,210
150+10*x,7,220
150+10*x,8,230
150+10*x,9,240
150+10*x,10,250
150+10*x,11,260
150+10*x,12,270
150+10*x,13,280
150+10*x,14,290
150+10*x,15,300
150+10*x,16,310
150+10*x,17,320
150+10*x,18,330
150+10*x,19,340
150+10*x,20,350
150+2*x,1,152
150+2*x,2,154
150+2*x,3,156
150+2*x,4,158
150+2*x,5,160
150+2*x,6,162
150+2*x,7,164
150+2*x,8,166
150+2*x,9,168
150+2*x,10,170
150+2*x,11,172
150+2*x,12,174
150+2*x,13,176
150+2*x,14,178
150+2*x,15,180
150+2*x,16,182
150+2*x,17,184
150+2*x,18,186
150+2*x,19,188
150+2*x,20,190
150+2*x,21,192
150+2*x,22,194
150+2*x,23,196
150+2*x,24,198
150+2*x,25,200
150+2*x,26,202
150+2*x,27,204
150+2*x,28,206
150+2*x,29,208
150+2*x,30,210
150+4*x,1,154
150+4*x,2,158
150+4*x,3,162
150+4*x,4,166
150+4*x,5,170
150+4*x,6,174
150+4*x,7,178
150+4*x,8,182
150+4*x,9,186
150+4*x,10,190
150+4*x,11,194
150+4*x,12,198
150+4*x,13,202
150+4*x,14,206
150+4*x,15,210
150+4*x,16,214
150+4*x,17,218
150+4*x,18,222
150+4*x,19,226
150+4*x,20,230
150+5*x,1,155
150+5*x,2,160
150+5*x,3,165
150+5*x,4,170
150+5*x,5,175
150+5*x,6,180
150+5*x,7,185
150+5*x,8,190
150+5*x,9,195
150+5*x,10,200
150+5*x,11,205
150+5*x,12,210
150+5*x,13,215
150+5*x,14,220
150+5*x,15,225
150+5*x,16,230
150+5*x,17,235
150+5*x,18,240
150+5*x,19,245
150+5*x,20,250
150+50*d(x/6),1,150
150+50*d(x/6),2,150
150+50*d(x/6),3,150
150+50*d(x/6),4,150
150+50*d(x/6),5,150
150+50*d(x/6),6,200
150+50*d(x/6),7,200
150+50*d(x/6),8,200
150+50*d(x/6),9,200
150+50*d(x/6),10,200
150+50*d(x/6),11,200
150+50*d(x/6),12,250
150+50*d(x/6),13,250
150+50*d(x/6),14,250
150+50*d(x/6),15,250
150+50*d(x/6),16,250
150+50*d(x/6),17,250
150+50*d(x/6),18,300
150+50*d(x/6),19,300
150+50*d(x/6),20,300
150+50*d(x/6),21,300
150+50*d(x/6),22,300
150+50*d(x/6),23,300
150+50*d(x/6),24,350
150+50*d(x/6),25,350
150+50*d(x/6),26,350
150+50*d(x/6),27,350
150+50*d(x/6),28,350
150+50*d(x/6),29,350
150+50*d(x/6),30,400
150+50*u(x/10),1,200
150+50*u(x/10),2,200
150+50*u(x/10),3,200
150+50*u(x/10),4,200
150+50*u(x/10),5,200
150+50*u(x/10),6,200
150+50*u(x/10),7,200
150+50*u(x/10),8,200
150+50*u(x/10),9,200
150+50*u(x/10),10,200
150+50*u(x/10),11,250
150+50*u(x/10),12,250
150+50*u(x/10),13,250
150+50*u(x/10),14,250
150+50*u(x/10),15,250
150+50*u(x/10),16,250
150+50*u(x/10),17,250
150+50*u(x/10),18,250
150+50*u(x/10),19,250
150+50*u(x/10),20,250
150+50*u(x/10),21,300
150+50*u(x/10),22,300
150+50*u(x/10),23,300
150+50*u(x/10),24,300
150+50*u(x/10),25,300
150+50*u(x/10),26,300
150+50*u(x/10),27,300
150+50*u(x/10),28,300
150+50*u(x/10),29,300
150+50*u(x/10),30,300
150-2*x,1,148
150-2*x,2,146
150-2*x,3,144
150-2*x,4,142
150-2*x,5,140
150-2*x,6,138
150-2*x,7,136
150-2*x,8,134
150-2*x,9,132
150-2*x,10,130
150-2*x,11,128
150-2*x,12,126
150-2*x,13,124
150-2*x,14,122
150-2*x,15,120
150-2*x,16,118
150-2*x,17,116
150-2*x,18,114
150-2*x,19,112
150-2*x,20,110
150-2*x,21,108
150-2*x,22,106
150-2*x,23,104
150-2*x,24,102
150-2*x,25,100
150-2*x,26,98
150-2*x,27,96
150-2*x,28,94
150-2*x,29,92
150-2*x,30,90
150-5*d(x/3),1,150
150-5*d(x/3),2,150
150-5*d(x/3),3,145
150-5*d(x/3),4,145
150-5*d(x/3),5,145
150-5*d(x/3),6,140
150-5*d(x/3),7,140
150-5*d(x/3),8,140
150-5*d(x/3),9,135
150-5*d(x/3),10,135
150-5*d(x/3),11,135
150-5*d(x/3),12,130
150-5*d(x/3),13,130
150-5*d(x/3),14,130
150-5*d(x/3),15,125
150-5*d(x/3),16,125
150-5*d(x/3),17,125
150-5*d(x/3),18,120
150-5*d(x/3),19,120
150-5*d(x/3),20,120
150-5*d(x/3),21,115
150-5*d(x/3),22,115
150-5*d(x/3),23,115
150-5*d(x/3),24,110
150-5*d(x/3),25,110
150-5*d(x/3),26,110
150-5*d(x/3),27,105
150-5*d(x/3),28,105
150-5*d(x/3),29,105
150-5*d(x/3),30,100
16+2*d(x/10),1,16
16+2*d(x/10),2,16
16+2*d(x/10),3,16
16+2*d(x/10),4,16
16+2*d(x/10),5,16
16+2*d(x/10),6,16
16+2*d(x/10),7,16
16+2*d(x/10),8,16
16+2*d(x/10),9,16
16+2*d(x/10),10,18
16+2*d(x/10),11,18
16+2*d(x/10),12,18
16+2*d(x/10),13,18
16+2*d(x/10),14,18
16+2*d(x/10),15,18
16+2*d(x/10),16,18
16+2*d(x/10),17,18
16+2*d(x/10),18,18
16+2*d(x/10),19,18
16+2*d(x/10),20,20
16+2*d(x/10),21,20
16+2*d(x/10),22,20
16+2*d(x/10),23,20
16+2*d(x/10),24,20
16+2*d(x/10),25,20
16+2*d(x/10),26,20
16+2*d(x/10),27,20
16+2*d(x/10),28,20
16+2*d(x/10),29,20
16+2*d(x/10),30,22
16+2*d(x/2),1,16
16+2*d(x/2),2,18
16+2*d(x/2),3,18
16+2*d(x/2),4,20
16+2*d(x/2),5,20
16+2*d(x/2),6,22
16+2*d(x/2),7,22
16+2*d(x/2),8,24
16+2*d(x/2),9,24
16+2*d(x/2),10,26
16+2*d(x/2),11,26
16+2*d(x/2),12,28
16+2*d(x/2),13,28
16+2*d(x/2),14,30
16+2*d(x/2),15,30
16+2*d(x/2),16,32
16+2*d(x/2),17,32
16+2*d(x/2),18,34
16+2*d(x/2),19,34
16+2*d(x/2),20,36
16+2*d(x/2),21,36
16+2*d(x/2),22,38
16+2*d(x/2),23,38
16+2*d(x/2),24,40
16+2*d(x/2),25,40
16+2*d(x/2),26,42
16+2*d(x/2),27,42
16+2*d(x/2),28,44
16+2*d(x/2),29,44
16+2*d(x/2),30,46
16+2*d(x/5),1,16
16+2*d(x/5),2,16
16+2*d(x/5),3,16
16+2*d(x/5),4,16
16+2*d(x/5),5,18
16+2*d(x/5),6,18
16+2*d(x/5),7,18
16+2*d(x/5),8,18
16+2*d(x/5),9,18
16+2*d(x/5),10,20
16+2*u(x/5),1,18
16+2*u(x/5),2,18
16+2*u(x/5),3,18
16+2*u(x/5),4,18
16+2*u(x/5),5,18
16+2*u(x/5),6,20
16+2*u(x/5),7,20
16+2*u(x/5),8,20
16+2*u(x/5),9,20
16+2*u(x/5),10,20
16+2*u(x/5),11,22
16+2*u(x/5),12,22
16+2*u(x/5),13,22
16+2*u(x/5),14,22
16+2*u(x/5),15,22
16+2*u(x/5),16,24
16+2*u(x/5),17,24
16+2*u(x/5),18,24
16+2*u(x/5),19,24
16+2*u(x/5),20,24
16+2*u(x/5),21,26
16+2*u(x/5),22,26
16+2*u(x/5),23,26
16+2*u(x/5),24,26
16+2*u(x/5),25,26
16+2*u(x/5),26,28
16+2*u(x/5),27,28
16+2*u(x/5),28,28
16+2*u(x/5),29,28
16+2*u(x/5),30,28
16+3*d(x/5),1,16
16+3*d(x/5),2,16
16+3*d(x/5),3,16
16+3*d(x/5),4,16
16+3*d(x/5),5,19
16+3*d(x/5),6,19
16+3*d(x/5),7,19
16+3*d(x/5),8,19
16+3*d(x/5),9,19
16+3*d(x/5),10,22
16+3*d(x/5),11,22
16+3*d(x/5),12,22
16+3*d(x/5),13,22
16+3*d(x/5),14,22
16+3*d(x/5),15,25
16+3*d(x/5),16,25
16+3*d(x/5),17,25
16+3*d(x/5),18,25
16+3*d(x/5),19,25
16+3*d(x/5),20,28
16+4*d(x/4),1,16
16+4*d(x/4),2,16
16+4*d(x/4),3,16
16+4*d(x/4),4,20
16+4*d(x/4),5,20
16+4*d(x/4),6,20
16+4*d(x/4),7,20
16+4*d(x/4),8,24
16+4*d(x/4),9,24
16+4*d(x/4),10,24
16+4*d(x/4),11,24
16+4*d(x/4),12,28
16+4*d(x/4),13,28
16+4*d(x/4),14,28
16+4*d(x/4),15,28
16+4*d(x/4),16,32
16+4*d(x/4),17,32
16+4*d(x/4),18,32
16+4*d(x/4),19,32
16+4*d(x/4),20,36
16+4*d(x/4),21,36
16+4*d(x/4),22,36
16+4*d(x/4),23,36
16+4*d(x/4),24,40
16+4*d(x/4),25,40
16+4*d(x/4),26,40
16+4*d(x/4),27,40
16+4*d(x/4),28,44
16+4*d(x/4),29,44
16+4*d(x/4),30,44
16+6*d(x/7),1,16
16+6*d(x/7),2,16
16+6*d(x/7),3,16
16+6*d(x/7),4,16
16+6*d(x/7),5,16
16+6*d(x/7),6,16
16+6*d(x/7),7,22
16+6*d(x/7),8,22
16+6*d(x/7),9,22
16+6*d(x/7),10,22
16+6*d(x/7),11,22
16+6*d(x/7),12,22
16+6*d(x/7),13,22
16+6*d(x/7),14,28
16+6*d(x/7),15,28
16+6*d(x/7),16,28
16+6*d(x/7),17,28
16+6*d(x/7),18,28
16+6*d(x/7),19,28
16+6*d(x/7),20,28
16+6*d(x/7),21,34
16+6*d(x/7),22,34
16+6*d(x/7),23,34
16+6*d(x/7),24,34
16+6*d(x/7),25,34
16+6*d(x/7),26,34
16+6*d(x/7),27,34
16+6*d(x/7),28,40
16+6*d(x/7),29,40
16+6*d(x/7),30,40
16+6*u(x/7),1,22
16+6*u(x/7),2,22
16+6*u(x/7),3,22
16+6*u(x/7),4,22
16+6*u(x/7),5,22
16+6*u(x/7),6,22
16+6*u(x/7),7,22
16+6*u(x/7),8,28
16+6*u(x/7),9,28
16+6*u(x/7),10,28
16+6*u(x/7),11,28
16+6*u(x/7),12,28
16+6*u(x/7),13,28
16+6*u(x/7),14,28
16+6*u(x/7),15,34
16+6*u(x/7),16,34
16+6*u(x/7),17,34
16+6*u(x/7),18,34
16+6*u(x/7),19,34
16+6*u(x/7),20,34
16+7*d(x/8),1,16
16+7*d(x/8),2,16
16+7*d(x/8),3,16
16+7*d(x/8),4,16
16+7*d(x/8),5,16
16+7*d(x/8),6,16
16+7*d(x/8),7,16
16+7*d(x/8),8,23
16+7*d(x/8),9,23
16+7*d(x/8),10,23
16+7*d(x/8),11,23
16+7*d(x/8),12,23
16+7*d(x/8),13,23
16+7*d(x/8),14,23
16+7*d(x/8),15,23
16+7*d(x/8),16,30
16+7*d(x/8),17,30
16+7*d(x/8),18,30
16+7*d(x/8),19,30
16+7*d(x/8),20,30
16+d(x/3),1,16
16+d(x/3),2,16
16+d(x/3),3,17
16+d(x/3),4,17
16+d(x/3),5,17
16+d(x/3),6,18
16+d(x/3),7,18
16+d(x/3),8,18
16+d(x/3),9,19
16+d(x/3),10,19
16+d(x/3),11,19
16+d(x/3),12,20
16+d(x/3),13,20
16+d(x/3),14,20
16+d(x/3),15,21
16+d(x/3),16,21
16+d(x/3),17,21
16+d(x/3),18,22
16+d(x/3),19,22
16+d(x/3),20,22
16+d(x/3),21,23
16+d(x/3),22,23
16+d(x/3),23,23
16+d(x/3),24,24
16+d(x/3),25,24
16+d(x/3),26,24
16+d(x/3),27,25
16+d(x/3),28,25
16+d(x/3),29,25
16+d(x/3),30,26
160+3*x,1,163
160+3*x,2,166
160+3*x,3,169
160+3*x,4,172
160+3*x,5,175
160+3*x,6,178
160+3*x,7,181
160+3*x,8,184
160+3*x,9,187
160+3*x,10,190
160+3*x,11,193
160+3*x,12,196
160+3*x,13,199
160+3*x,14,202
160+3*x,15,205
160+3*x,16,208
160+3*x,17,211
160+3*x,18,214
160+3*x,19,217
160+3*x,20,220
160+3*x,21,223
160+3*x,22,226
160+3*x,23,229
160+3*x,24,232
160+3*x,25,235
160+3*x,26,238
160+3*x,27,241
160+3*x,28,244
160+3*x,29,247
160+3*x,30,250
160+5*x,1,165
160+5*x,2,170
160+5*x,3,175
160+5*x,4,180
160+5*x,5,185
160+5*x,6,190
160+5*x,7,195
160+5*x,8,200
160+5*x,9,205
160+5*x,10,210
160+5*x,11,215
160+5*x,12,220
160+5*x,13,225
160+5*x,14,230
160+5*x,15,235
160+5*x,16,240
160+5*x,17,245
160+5*x,18,250
160+5*x,19,255
160+5*x,20,260
160+6*x,1,166
160+6*x,2,172
160+6*x,3,178
160+6*x,4,184
160+6*x,5,190
160+6*x,6,196
160+6*x,7,202
160+6*x,8,208
160+6*x,9,214
160+6*x,10,220
160+6*x,11,226
160+6*x,12,232
160+6*x,13,238
160+6*x,14,244
160+6*x,15,250
160+6*x,16,256
160+6*x,17,262
160+6*x,18,268
160+6*x,19,274
160+6*x,20,280
17,1,17
17,2,17
17,3,17
17,4,17
17,5,17
17,6,17
17,7,17
17,8,17
17,9,17
17,10,17
17,11,17
17,12,17
17,13,17
17,14,17
17,15,17
17,16,17
17,17,17
17,18,17
17,19,17
17,20,17
17+3*u(x/3),1,20
17+3*u(x/3),2,20
17+3*u(x/3),3,20
17+3*u(x/3),4,23
17+3*u(x/3),5,23
17+3*u(x/3),6,23
17+3*u(x/3),7,26
17+3*u(x/3),8,26
17+3*u(x/3),9,26
17+3*u(x/3),10,29
17+3*u(x/3),11,29
17+3*u(x/3),12,29
17+3*u(x/3),13,32
17+3*u(x/3),14,32
17+3*u(x/3),15,32
17+3*u(x/3),16,35
17+3*u(x/3),17,35
17+3*u(x/3),18,35
17+3*u(x/3),19,38
17+3*u(x/3),20,38
17+3*u(x/3),21,38
17+3*u(x/3),22,41
17+3*u(x/3),23,41
17+3*u(x/3),24,41
17+3*u(x/3),25,44
17+3*u(x/3),26,44
17+3*u(x/3),27,44
17+3*u(x/3),28,47
17+3*u(x/3),29,47
17+3*u(x/3),30,47
17+5*u(x/5),1,22
17+5*u(x/5),2,22
17+5*u(x/5),3,22
17+5*u(x/5),4,22
17+5*u(x/5),5,22
17+5*u(x/5),6,27
17+5*u(x/5),7,27
17+5*u(x/5),8,27
17+5*u(x/5),9,27
17+5*u(x/5),10,27
17+5*u(x/5),11,32
17+5*u(x/5),12,32
17+5*u(x/5),13,32
17+5*u(x/5),14,32
17+5*u(x/5),15,32
17+5*u(x/5),16,37
17+5*u(x/5),17,37
17+5*u(x/5),18,37
17+5*u(x/5),19,37
17+5*u(x/5),20,37
170+2*x,1,172
170+2*x,2,174
170+2*x,3,176
170+2*x,4,178
170+2*x,5,180
170+2*x,6,182
170+2*x,7,184
170+2*x,8,186
170+2*x,9,188
170+2*x,10,190
170+2*x,11,192
170+2*x,12,194
170+2*x,13,196
170+2*x,14,198
170+2*x,15,200
170+2*x,16,202
170+2*x,17,204
170+2*x,18,206
170+2*x,19,208
170+2*x,20,210
170+3*x,1,173
170+3*x,2,176
170+3*x,3,179
170+3*x,4,182
170+3*x,5,185
170+3*x,6,188
170+3*x,7,191
170+3*x,8,194
170+3*x,9,197
170+3*x,10,200
170+3*x,11,203
170+3*x,12,206
170+3*x,13,209
170+3*x,14,212
170+3*x,15,215
170+3*x,16,218
170+3*x,17,221
170+3*x,18,224
170+3*x,19,227
170+3*x,20,230
170+3*x,21,233
170+3*x,22,236
170+3*x,23,239
170+3*x,24,242
170+3*x,25,245
170+3*x,26,248
170+3*x,27,251
170+3*x,28,254
170+3*x,29,257
170+3*x,30,260
170+7*x,1,177
170+7*x,2,184
170+7*x,3,191
170+7*x,4,198
170+7*x,5,205
170+7*x,6,212
170+7*x,7,219
170+7*x,8,226
170+7*x,9,233
170+7*x,10,240
170+7*x,11,247
170+7*x,12,254
170+7*x,13,261
170+7*x,14,268
170+7*x,15,275
170+7*x,16,282
170+7*x,17,289
170+7*x,18,296
170+7*x,19,303
170+7*x,20,310
18+2*d(x/5),1,18
18+2*d(x/5),2,18
18+2*d(x/5),3,18
18+2*d(x/5),4,18
18+2*d(x/5),5,20
18+2*d(x/5),6,20
18+2*d(x/5),7,20
18+2*d(x/5),8,20
18+2*d(x/5),9,20
18+2*d(x/5),10,22
18+2*d(x/5),11,22
18+2*d(x/5),12,22
18+2*d(x/5),13,22
18+2*d(x/5),14,22
18+2*d(x/5),15,24
18+2*d(x/5),16,24
18+2*d(x/5),17,24
18+2*d(x/5),18,24
18+2*d(x/5),19,24
18+2*d(x/5),20,26
18+2*d(x/5),21,26
18+2*d(x/5),22,26
18+2*d(x/5),23,26
18+2*d(x/5),24,26
18+2*d(x/5),25,28
18+2*d(x/5),26,28
18+2*d(x/5),27,28
18+2*d(x/5),28,28
18+2*d(x/5),29,28
18+2*d(x/5),30,30
18+2*u(x/3),1,20
18+2*u(x/3),2,20
18+2*u(x/3),3,20
18+2*u(x/3),4,22
18+2*u(x/3),5,22
18+2*u(x/3),6,22
18+2*u(x/3),7,24
18+2*u(x/3),8,24
18+2*u(x/3),9,24
18+2*u(x/3),10,26
18+2*u(x/3),11,26
18+2*u(x/3),12,26
18+2*u(x/3),13,28
18+2*u(x/3),14,28
18+2*u(x/3),15,28
18+2*u(x/3),16,30
18+2*u(x/3),17,30
18+2*u(x/3),18,30
18+2*u(x/3),19,32
18+2*u(x/3),20,32
18+2*u(x/5),1,20
18+2*u(x/5),2,20
18+2*u(x/5),3,20
18+2*u(x/5),4,20
18+2*u(x/5),5,20
18+2*u(x/5),6,22
18+2*u(x/5),7,22
18+2*u(x/5),8,22
18+2*u(x/5),9,22
18+2*u(x/5),10,22
18+2*u(x/5),11,24
18+2*u(x/5),12,24
18+2*u(x/5),13,24
18+2*u(x/5),14,24
18+2*u(x/5),15,24
18+2*u(x/5),16,26
18+2*u(x/5),17,26
18+2*u(x/5),18,26
18+2*u(x/5),19,26
18+2*u(x/5),20,26
18+3*d(x/5),1,18
18+3*d(x/5),2,18
18+3*d(x/5),3,18
18+3*d(x/5),4,18
18+3*d(x/5),5,21
18+3*d(x/5),6,21
18+3*d(x/5),7,21
18+3*d(x/5),8,21
18+3*d(x/5),9,21
18+3*d(x/5),10,24
18+3*d(x/5),11,24
18+3*d(x/5),12,24
18+3*d(x/5),13,24
18+3*d(x/5),14,24
18+3*d(x/5),15,27
18+3*d(x/5),16,27
18+3*d(x/5),17,27
18+3*d(x/5),18,27
18+3*d(x/5),19,27
18+3*d(x/5),20,30
18+4*d(x/5),1,18
18+4*d(x/5),2,18
18+4*d(x/5),3,18
18+4*d(x/5),4,18
18+4*d(x/5),5,22
18+4*d(x/5),6,22
18+4*d(x/5),7,22
18+4*d(x/5),8,22
18+4*d(x/5),9,22
18+4*d(x/5),10,26
18+4*d(x/5),11,26
18+4*d(x/5),12,26
18+4*d(x/5),13,26
18+4*d(x/5),14,26
18+4*d(x/5),15,30
18+4*d(x/5),16,30
18+4*d(x/5),17,30
18+4*d(x/5),18,30
18+4*d(x/5),19,30
18+4*d(x/5),20,34
18+4*u(x/5),1,22
18+4*u(x/5),2,22
18+4*u(x/5),3,22
18+4*u(x/5),4,22
18+4*u(x/5),5,22
18+4*u(x/5),6,26
18+4*u(x/5),7,26
18+4*u(x/5),8,26
18+4*u(x/5),9,26
18+4*u(x/5),10,26
18+4*u(x/5),11,30
18+4*u(x/5),12,30
18+4*u(x/5),13,30
18+4*u(x/5),14,30
18+4*u(x/5),15,30
18+4*u(x/5),16,34
18+4*u(x/5),17,34
18+4*u(x/5),18,34
18+4*u(x/5),19,34
18+4*u(x/5),20,34
180,1,180
180,2,180
180,3,180
180,4,180
180,5,180
180,6,180
180,7,180
180,8,180
180,9,180
180,10,180
180,11,180
180,12,180
180,13,180
180,14,180
180,15,180
180,16,180
180,17,180
180,18,180
180,19,180
180,20,180
180,21,180
180,22,180
180,23,180
180,24,180
180,25,180
180,26,180
180,27,180
180,28,180
180,29,180
180,30,180
180+3*x,1,183
180+3*x,2,186
180+3*x,3,189
180+3*x,4,192
180+3*x,5,195
180+3*x,6,198
180+3*x,7,201
180+3*x,8,204
180+3*x,9,207
180+3*x,10,210
180+3*x,11,213
180+3*x,12,216
180+3*x,13,219
180+3*x,14,222
180+3*x,15,225
180+3*x,16,228
180+3*x,17,231
180+3*x,18,234
180+3*x,19,237
180+3*x,20,240
180+4*x,1,184
180+4*x,2,188
180+4*x,3,192
180+4*x,4,196
180+4*x,5,200
180+4*x,6,204
180+4*x,7,208
180+4*x,8,212
180+4*x,9,216
180+4*x,10,220
180+4*x,11,224
180+4*x,12,228
180+4*x,13,232
180+4*x,14,236
180+4*x,15,240
180+4*x,16,244
180+4*x,17,248
180+4*x,18,252
180+4*x,19,256
180+4*x,20,260
180+4*x,21,264
180+4*x,22,268
180+4*x,23,272
180+4*x,24,276
180+4*x,25,280
180+4*x,26,284
180+4*x,27,288
180+4*x,28,292
180+4*x,29,296
180+4*x,30,300
180+5*x,1,185
180+5*x,2,190
180+5*x,3,195
180+5*x,4,200
180+5*x,5,205
180+5*x,6,210
180+5*x,7,215
180+5*x,8,220
180+5*x,9,225
180+5*x,10,230
180+5*x,11,235
180+5*x,12,240
180+5*x,13,245
180+5*x,14,250
180+5*x,15,255
180+5*x,16,260
180+5*x,17,265
180+5*x,18,270
180+5*x,19,275
180+5*x,20,280
180+5*x,21,285
180+5*x,22,290
180+5*x,23,295
180+5*x,24,300
180+5*x,25,305
180+5*x,26,310
180+5*x,27,315
180+5*x,28,320
180+5*x,29,325
180+5*x,30,330
180+6*x,1,186
180+6*x,2,192
180+6*x,3,198
180+6*x,4,204
180+6*x,5,210
180+6*x,6,216
180+6*x,7,222
180+6*x,8,228
180+6*x,9,234
180+6*x,10,240
180+6*x,11,246
180+6*x,12,252
180+6*x,13,258
180+6*x,14,264
180+6*x,15,270
180+6*x,16,276
180+6*x,17,282
180+6*x,18,288
180+6*x,19,294
180+6*x,20,300
180-6*d(x/2),1,180
180-6*d(x/2),2,174
180-6*d(x/2),3,174
180-6*d(x/2),4,168
180-6*d(x/2),5,168
180-6*d(x/2),6,162
180-6*d(x/2),7,162
180-6*d(x/2),8,156
180-6*d(x/2),9,156
180-6*d(x/2),10,150
180-6*d(x/2),11,150
180-6*d(x/2),12,144
180-6*d(x/2),13,144
180-6*d(x/2),14,138
180-6*d(x/2),15,138
180-6*d(x/2),16,132
180-6*d(x/2),17,132
180-6*d(x/2),18,126
180-6*d(x/2),19,126
180-6*d(x/2),20,120
19+3*d(x/2),1,19
19+3*d(x/2),2,22
19+3*d(x/2),3,22
19+3*d(x/2),4,25
19+3*d(x/2),5,25
19+3*d(x/2),6,28
19+3*d(x/2),7,28
19+3*d(x/2),8,31
19+3*d(x/2),9,31
19+3*d(x/2),10,34
19+3*d(x/2),11,34
19+3*d(x/2),12,37
19+3*d(x/2),13,37
19+3*d(x/2),14,40
19+3*d(x/2),15,40
19+3*d(x/2),16,43
19+3*d(x/2),17,43
19+3*d(x/2),18,46
19+3*d(x/2),19,46
19+3*d(x/2),20,49
190+3*x,1,193
190+3*x,2,196
190+3*x,3,199
190+3*x,4,202
190+3*x,5,205
190+3*x,6,208
190+3*x,7,211
190+3*x,8,214
190+3*x,9,217
190+3*x,10,220
190+3*x,11,223
190+3*x,12,226
190+3*x,13,229
190+3*x,14,232
190+3*x,15,235
190+3*x,16,238
190+3*x,17,241
190+3*x,18,244
190+3*x,19,247
190+3*x,20,250
190+3*x,21,253
190+3*x,22,256
190+3*x,23,259
190+3*x,24,262
190+3*x,25,265
190+3*x,26,268
190+3*x,27,271
