map_id	total_spawn_points	one_time_points	class
970042511	1	1	all-one-time
970042512	1	1	all-one-time
970042513	1	1	all-one-time
970042514	1	1	all-one-time
970042515	1	1	all-one-time
970042516	1	1	all-one-time
970042517	1	1	all-one-time
970042600	1	1	all-one-time
970042601	1	1	all-one-time
970042602	1	1	all-one-time
970042603	1	1	all-one-time
970042604	1	1	all-one-time
970042605	1	1	all-one-time
970042606	1	1	all-one-time
970042607	1	1	all-one-time
970042608	1	1	all-one-time
970042609	1	1	all-one-time
970042610	1	1	all-one-time
970042611	1	1	all-one-time
970042612	1	1	all-one-time
970042613	1	1	all-one-time
970042614	1	1	all-one-time
970042615	1	1	all-one-time
970042616	1	1	all-one-time
970042617	1	1	all-one-time
970042700	1	1	all-one-time
970042701	1	1	all-one-time
970042702	1	1	all-one-time
970042703	1	1	all-one-time
970042704	1	1	all-one-time
970042705	1	1	all-one-time
970042706	1	1	all-one-time
970042707	1	1	all-one-time
970042708	1	1	all-one-time
970042709	1	1	all-one-time
970042710	1	1	all-one-time
970042711	1	1	all-one-time
970042712	1	1	all-one-time
970042713	1	1	all-one-time
970042714	1	1	all-one-time
970042715	1	1	all-one-time
970042716	1	1	all-one-time
970042717	1	1	all-one-time
990000420	15	15	all-one-time
990000430	19	19	all-one-time
990000500	8	8	all-one-time
990000610	9	9	all-one-time
990000630	1	1	all-one-time
990000640	20	20	all-one-time
